30/06/2017;1.1920734714
31/07/2017;1.7322662871
31/08/2017;1.4032580687
30/09/2017;1.8980446673
31/10/2017;1.514732687
30/11/2017;1.3750829474
31/12/2017;3.1419739822
31/01/2018;1.7573536246
28/02/2018;2.4190341345
31/03/2018;2.3410625508
30/04/2018;2.7390323758
31/05/2018;2.0753748413
30/06/2018;3.7366760919
31/07/2018;3.1016129934
31/08/2018;3.8894388754
30/09/2018;6.5342861601
31/10/2018;5.3916071516
30/11/2018;3.1533649962
31/12/2018;2.5698234457
31/01/2019;2.9062409093
28/02/2019;3.76562219
31/03/2019;4.6795401883
30/04/2019;3.4446979492
31/05/2019;3.0590697
30/06/2019;2.7180054024
31/07/2019;2.1978655387
31/08/2019;3.953985787
30/09/2019;5.8856622721
31/10/2019;3.293482091
30/11/2019;4.2545373095
31/12/2019;3.7437073551
31/01/2020;2.2528949261
29/02/2020;2.0136293736
31/03/2020;3.3434686437
30/04/2020;1.4965725909
31/05/2020;1.5427362512
30/06/2020;2.2435391591
31/07/2020;1.9341946457
31/08/2020;2.7001103591
30/09/2020;2.835521647
31/10/2020;3.760969844
30/11/2020;3.1597049411
31/12/2020;4.0055673384
31/01/2021;4.0490294198
28/02/2021;3.5746316815
31/03/2021;4.8108074963
30/04/2021;4.08029354
31/05/2021;3.3229780736
30/06/2021;3.1745479759
31/07/2021;2.997033322
31/08/2021;2.4684866674
30/09/2021;3.5467879533
31/10/2021;3.5162748384
30/11/2021;2.5294646014
31/12/2021;3.8399703058
31/01/2022;3.8756819167
28/02/2022;4.694365601
31/03/2022;6.7287978339
30/04/2022;6.0414172423
31/05/2022;5.0560747664
30/06/2022;5.2952212516
31/07/2022;7.4061968572
31/08/2022;6.9703355754
30/09/2022;6.1655198876
31/10/2022;6.3473501087
30/11/2022;4.9161470819
31/12/2022;5.1246077589
31/01/2023;6.0278735664
28/02/2023;6.6277216809
31/03/2023;7.6752398498
30/04/2023;8.4026898837
31/05/2023;7.7727529659
30/06/2023;5.9508319805
31/07/2023;6.3448508623
31/08/2023;12.4416377287
30/09/2023;12.7497501325
31/10/2023;8.3017393804
30/11/2023;12.8106901769
31/12/2023;25.4656749842
31/01/2024;20.614225289
29/02/2024;13.2406760535
31/03/2024;11.0097001565
30/04/2024;8.8319207606
31/05/2024;4.2
30/06/2024;4.5770657883
31/07/2024;4.0309336951
31/08/2024;4.1722732794
30/09/2024;3.4692081048
31/10/2024;2.6917380413
30/11/2024;2.4265560755
31/12/2024;2.7041040515
31/01/2025;2.2110480137
28/02/2025;2.4016274308
31/03/2025;3.7293353066
30/04/2025;2.7808358449
31/05/2025;1.5011086344
30/06/2025;1.618924882
31/07/2025;1.9016837553
31/08/2025;1.8757935114
30/09/2025;2.075960324
31/10/2025;2.3419431024
30/11/2025;2.4729196711
31/12/2025;2.8452719346
31/01/2026;2.8816193537
28/02/2026;2.8963190727
31/03/2026;3.3826221924
30/04/2026;2.5821795616
31/05/2026;2.149972335
30/06/2026;1.8868714688
31/07/2026;2.1137724268
