2002-02;4.8780487804
2002-03;39.5348837209
2002-04;-0.6666666666
2002-05;20.8053691275
2002-06;5.5555555555
2002-07;-2.6315789473
2002-08;-1.8918918918
2002-09;3.3057851239
2002-10;-6.1333333333
2002-11;3.4090909090
2002-12;-7.4175824175
2003-01;-4.7477744807
2003-02;-0.6230529595
2003-03;-6.5830721003
2003-04;-5.3691275167
2003-05;1.0638297872
2003-06;-1.7543859649
2003-07;4.2857142857
2003-08;1.2328767123
2003-09;-1.3870094722
2003-10;-1.7152658662
2003-11;4.3630017452
2003-12;-2.0066889632
2004-01;-0.0682593856
2004-02;-0.1707650273
2004-03;-2.1553198768
2004-04;-0.6993006993
2004-05;4.2253521126
2004-06;-0.0675675675
2004-07;0.7437457741
2004-08;0.5704697986
2004-09;-0.5338672005
2004-10;-0.3690036900
2004-11;-0.8417508417
2004-12;1.1544991511
2005-01;-1.8462571332
2005-02;0.4787961696
2005-03;-0.7147719537
2005-04;-0.2399725745
2005-05;-0.9278350515
2005-06;0.1387443635
2005-07;-0.9005888465
2005-08;1.7476406850
2005-09;-0.0343524562
2005-10;3.1615120274
2005-11;-1.1992005329
2005-12;2.2252191503
2006-01;1.1213720316
2006-02;0.2609262883
2006-03;0.2602472348
2006-04;-1.1031797534
2006-05;1.2139107611
2006-06;0.0324149108
2006-07;-0.4536616979
2006-08;0.8138020833
2006-09;0.2260251856
2006-10;-0.4832474226
2006-11;-0.6798316607
2006-12;-0.1955671447
2007-01;1.4696276943
2007-02;-0.2252977148
2007-03;0.0000000000
2007-04;-0.3225806451
2007-05;-0.4207119741
2007-06;0.5199870003
2007-07;0.9052699644
2007-08;1.1214354373
2007-09;-0.1901140684
2007-10;-0.2539682539
2007-11;0.0954805856
2007-12;0.1271860095
2008-01;0.2858050174
2008-02;0.0949968334
2008-03;0.2214489085
2008-04;-0.1262626262
2008-05;-2.0543615676
2008-06;-2.3878670538
2008-07;0.6280991735
2008-08;-0.4599211563
2008-09;3.4653465346
2008-10;8.0701754385
2008-11;-0.4427390791
2008-12;2.3717758671
2009-01;1.0136113524
2009-02;2.2649082568
2009-03;4.2893187552
2009-04;-0.1612903225
2009-05;0.9423801830
2009-06;1.2803414243
2009-07;0.8691071898
2009-08;0.5483028720
2009-09;-0.2077382498
2009-10;-0.6245120999
2009-11;-0.2094789211
2009-12;-0.2886381527
2010-01;0.9210526315
2010-02;0.6258148631
2010-03;0.4923555325
2010-04;0.2578648788
2010-05;1.0545267489
2010-06;0.0509035377
2010-07;0.2289493767
2010-08;0.2538071065
2010-09;0.2531645569
2010-10;-0.0757575757
2010-11;0.7834217841
2010-12;-0.3009027081
2011-01;0.8048289738
2011-02;0.5489021956
2011-03;0.5955334987
2011-04;0.6413418845
2011-05;0.2450980392
2011-06;0.4889975550
2011-07;0.8515815085
2011-08;1.3268998793
2011-09;0.1190476190
2011-10;0.7372175980
2011-11;1.0623229461
2011-12;0.5372576500
2012-01;0.7667286245
2012-02;0.4611482591
2012-03;0.5049345880
2012-04;0.8677780315
2012-05;1.2225492415
2012-06;1.2525162156
2012-07;1.2812016788
2012-08;1.1559432933
2012-09;1.2721000431
2012-10;1.4690227804
2012-11;1.5107007973
2012-12;1.6535758577
2013-01;1.2200081333
2013-02;1.3660104459
2013-03;1.5061434799
2013-04;1.2690355329
2013-05;1.8700597647
2013-06;1.9682059046
2013-07;2.1714922048
2013-08;3.0336058128
2013-09;2.1332863187
2013-10;2.0542033488
2013-11;3.8734776725
2013-12;6.1879172773
2014-01;22.8339211777
2014-02;-1.6978776529
2014-03;1.6256032512
2014-04;0.0000000000
2014-05;0.9747563109
2014-06;0.6559405940
2014-07;0.9836468707
2014-08;2.2890539388
2014-09;0.3451970003
2014-10;0.8303677342
2014-11;0.2823529411
2014-12;0.3167526982
2015-01;1.0875920944
2015-02;0.9486348912
2015-03;1.1001604400
2015-04;0.9635003400
2015-05;0.9543056023
2015-06;1.0676156583
2015-07;1.1223591549
2015-08;1.1534276387
2015-09;1.3554216867
2015-10;1.3160687752
2015-11;1.4875340456
2015-12;34.5995045417
2016-01;7.0552147239
2016-02;13.1805157593
2016-03;-6.9620253164
2016-04;-3.0612244897
2016-05;-1.8175438596
2016-06;7.4976770781
2016-07;-0.1994680851
2016-08;-0.5329780146
2016-09;2.5452109845
2016-10;-1.0450685826
2016-11;4.7392739273
2016-12;0.1386438114
2017-01;0.0440528634
2017-02;-2.6231364408
2017-03;-0.5813953488
2017-04;0.0649772579
2017-05;4.5454545454
2017-06;3.2919254658
2017-07;6.0733613950
2017-08;-1.8707482993
2017-09;0.0000000000
2017-10;1.9930675909
2017-11;-1.9824412347
2017-12;7.7665414620
2018-01;5.3675800311
2018-02;2.3409669211
2018-03;0.1939333664
2018-04;1.9405429549
2018-05;21.5189873417
2018-06;15.5849358974
2018-07;-4.9913344887
2018-08;34.4399854067
2018-09;11.9402985074
2018-10;-12.8484848484
2018-11;4.9235048678
2018-12;-0.0530222693
2019-01;-0.9283819628
2019-02;4.8192771084
2019-03;10.7279693486
2019-04;1.8454440599
2019-05;1.3816534541
2019-06;-5.1318141197
2019-07;3.3370228198
2019-08;35.6198723792
2019-09;-3.2263485128
2019-10;3.6117381489
2019-11;0.4524886877
2019-12;-0.0834167500
2020-01;0.7680748038
2020-02;3.0820215410
2020-03;3.6312489953
2020-04;3.6777365865
2020-05;2.5433871932
2020-06;2.8012839217
2020-07;2.6397956287
2020-08;2.5719026548
2020-09;2.6961445133
2020-10;2.8091362562
2020-11;3.8176710929
2020-12;3.4928053129
2021-01;3.7789661319
2021-02;2.8512538646
2021-03;2.4270763749
2021-04;1.6956521739
2021-05;1.2505344164
2021-06;1.0450754776
2021-07;1.0133723359
2021-08;1.0859447719
2021-09;1.0231225700
2021-10;0.9925055701
2021-11;1.2434817488
2021-12;1.7432646592
2022-01;2.2390965732
2022-02;2.3138449819
2022-03;3.3131689157
2022-04;3.8735249076
2022-05;4.2407423467
2022-06;4.1846921797
2022-07;4.8231254491
2022-08;5.6829435514
2022-09;6.1918835147
2022-10;6.5096388813
2022-11;6.6088840736
2022-12;5.9062649450
2023-01;5.5543011966
2023-02;5.4278074866
2023-03;6.0157240679
2023-04;6.5403569207
2023-05;7.5534399137
2023-06;7.1816283924
2023-07;7.2263342423
2023-08;27.1571298819
2023-09;-0.0142857142
2023-10;0.0142877553
2023-11;3.0000000000
2023-12;124.2579750346
2024-01;2.2202981013
2024-02;1.9119070667
2024-03;1.8760389456
2024-04;2.1561771561
2024-05;2.1677124928
2024-06;1.8425460636
2024-07;2.1929824561
2024-08;2.3068669527
2024-09;1.7829050865
2024-10;2.2153529108
2024-11;1.9657258064
2024-12;2.0266930301
2025-01;2.0833333333
2025-02;1.0678690080
2025-03;0.8687485325
2025-04;8.9385474860
2025-05;1.5384615384
2025-06;1.4309764309
2025-07;14.0248962655
2025-08;-2.3289665211
2025-09;2.8315946348
2025-10;4.7101449275
2025-11;0.4498269896
2025-12;0.2411298656
2026-01;-0.5498281786
2026-02;-3.4554250172
2026-03;-1.0737294201
2026-04;0.6512301013
2026-05;1.2221423436
2026-06;5.2556818181
2026-07;0.2024291497
